Time Script Ran,Game Date,Sport,Team,Bet Amount,Odds of Winning,Best Book,Potential Winnings with Best Book,Expected Value,Winner,Bet Winnings,Row_Key,Minimum Odds to Bet
12/10/20 22:16,12/12/20,CFB,Virginia,100,0.497111943,,119,8,No Win,-100,12/12/20_CFB_Virginia,
12/12/20 21:16,12/13/20,Soccer Barclays Premier League,Sheffield United,100,0.2265,,390,10,No Win,-100,12/13/20_Soccer Barclays Premier League_Sheffield United,
12/12/20 21:48,12/13/20,Soccer Spanish Primera Division,Villarreal,100,0.4629,,135,8,No Win,-100,12/13/20_Soccer Spanish Primera Division_Villarreal,
12/12/20 21:48,12/13/20,Soccer Spanish Primera Division,Elche,100,0.3752,,245,29,No Win,-100,12/13/20_Soccer Spanish Primera Division_Elche,
12/12/20 21:48,12/13/20,Soccer French Ligue 1,Lille,100,0.652,,70,10,Lille,70,12/13/20_Soccer French Ligue 1_Lille,
12/12/20 21:49,12/13/20,Soccer Dutch Eredivisie,Willem II,100,0.4477,,154,14,No Win,-100,12/13/20_Soccer Dutch Eredivisie_Willem II,
12/12/20 21:49,12/13/20,Soccer Dutch Eredivisie,VVV Venlo,100,0.2251,,500,35,No Win,-100,12/13/20_Soccer Dutch Eredivisie_VVV Venlo,
12/12/20 21:49,12/13/20,Soccer Dutch Eredivisie,PSV,100,0.6905,,57,8,PSV,57,12/13/20_Soccer Dutch Eredivisie_PSV,
12/12/20 21:50,12/13/20,Soccer Russian Premier Liga,FC Tambov,100,0.3471,,1400,420,No Win,-100,12/13/20_Soccer Russian Premier Liga_FC Tambov,
12/12/20 21:50,12/13/20,Soccer Russian Premier Liga,Rubin Kazan Draw,100,0.291,,575,96,No Win,-100,12/13/20_Soccer Russian Premier Liga_Rubin Kazan Draw,
12/13/20 8:42,12/13/20,CBB,Northeastern,100,0.41,,166,9,Northeastern,166,12/13/20_CBB_Northeastern,
12/13/20 8:42,12/13/20,CBB,Wright St.,100,0.55,,114,17,Wright St.,114,12/13/20_CBB_Wright St.,
12/12/20 21:20,12/13/20,CBB,Air Force,100,0.21,,660,59,No Win,-100,12/13/20_CBB_Air Force,
12/12/20 21:20,12/13/20,CBB,Norfolk St.,100,0.18,,500,8,No Win,-100,12/13/20_CBB_Norfolk St.,
12/12/20 21:20,12/13/20,CBB,Tennessee Tech,100,0.49,,138,16,No Win,-100,12/13/20_CBB_Tennessee Tech,
12/13/20 8:42,12/13/20,CBB,Coppin St.,100,0.29,,280,10,No Win,-100,12/13/20_CBB_Coppin St.,
12/12/20 21:16,12/13/20,Soccer Barclays Premier League,Burnley,100,0.1799,,550,16,Burnley,550,12/13/20_Soccer Barclays Premier League_Burnley,
12/12/20 9:04,12/13/20,NFL,MIN,100,0.33429792,,250,17,No Win,-100,12/13/20_NFL_MIN,
12/12/20 9:04,12/13/20,NFL,NYG,100,0.492860552,,125,10,No Win,-100,12/13/20_NFL_NYG,
12/12/20 9:04,12/13/20,NFL,MIA,100,0.309630544,,280,17,No Win,-100,12/13/20_NFL_MIA,
12/12/20 9:04,12/13/20,NFL,CIN,100,0.500162803,,148,24,No Win,-100,12/13/20_NFL_CIN,
12/12/20 9:04,12/13/20,NFL,OAK,100,0.466215041,,137,10,No Win,-100,12/13/20_NFL_OAK,
12/12/20 9:04,12/13/20,NFL,DET,100,0.249589258,,359,14,No Win,-100,12/13/20_NFL_DET,
12/12/20 9:04,12/13/20,NFL,PHI,100,0.301636832,,290,17,PHI,290,12/13/20_NFL_PHI,
12/12/20 9:04,12/13/20,NFL,PIT,100,0.50592212,,118,10,No Win,-100,12/13/20_NFL_PIT,
12/12/20 21:20,12/13/20,CBB,Georgia Southern,100,0.39,,190,13,No Win,-100,12/13/20_CBB_Georgia Southern,
12/12/20 21:20,12/13/20,CBB,South Carolina St.,100,0.17,,570,13,No Win,-100,12/13/20_CBB_South Carolina St.,
12/13/20 20:19,12/14/20,CBB,William & Mary,100,0.33,,265,20,William & Mary,265,12/14/20_CBB_William & Mary,
12/13/20 20:19,12/14/20,CBB,Marquette,100,0.3,,265,9,Marquette,265,12/14/20_CBB_Marquette,
12/13/20 15:40,12/14/20,CBB,San Diego,100,0.47,,158,21,No Win,-100,12/14/20_CBB_San Diego,
12/14/20 15:58,12/14/20,CBB,Longwood,100,0.39,,188,12,No Win,-100,12/14/20_CBB_Longwood,
12/13/20 20:35,12/14/20,Soccer Italy Serie B,Reggina,100,0.3963,,179,10,No Win,-100,12/14/20_Soccer Italy Serie B_Reggina,
12/13/20 22:32,12/14/20,Soccer Spanish Segunda Division,Girona FC,100,0.4166,,192,21,No Win,-100,12/14/20_Soccer Spanish Segunda Division_Girona FC,
12/13/20 22:33,12/14/20,Soccer Danish SAS-Ligaen,FC Midtjylland,100,0.6042,,80,8,No Win,-100,12/14/20_Soccer Danish SAS-Ligaen_FC Midtjylland,
12/14/20 23:04,12/15/20,Soccer English League Championship,Stoke City,100,0.3881,,179,8,No Win,-100,12/15/20_Soccer English League Championship_Stoke City,
12/14/20 23:09,12/15/20,Soccer English League One,Gillingham,100,0.4416,,175,21,No Win,-100,12/15/20_Soccer English League One_Gillingham,
12/14/20 23:09,12/15/20,Soccer English League One,Hull City,100,0.5443,,148,34,No Win,-100,12/15/20_Soccer English League One_Hull City,
12/14/20 23:09,12/15/20,Soccer English League One,Plymouth Argyle,100,0.2786,,340,22,No Win,-100,12/15/20_Soccer English League One_Plymouth Argyle,
12/14/20 23:09,12/15/20,Soccer English League One,Wigan,100,0.4749,,133,10,No Win,-100,12/15/20_Soccer English League One_Wigan,
12/14/20 23:09,12/15/20,Soccer English League Two,Leyton Orient,100,0.483,,170,30,No Win,-100,12/15/20_Soccer English League Two_Leyton Orient,
12/14/20 23:09,12/15/20,Soccer English League Two,Oldham Athletic,100,0.4831,,173,31,No Win,-100,12/15/20_Soccer English League Two_Oldham Athletic,
12/14/20 23:09,12/15/20,Soccer English League Two,Salford City,100,0.5262,,156,34,No Win,-100,12/15/20_Soccer English League Two_Salford City,
12/14/20 23:11,12/15/20,Soccer French Ligue 2,Pau,100,0.3639,,200,9,No Win,-100,12/15/20_Soccer French Ligue 2_Pau,
12/14/20 23:11,12/15/20,Soccer French Ligue 2,Troyes,100,0.4826,,127,10,Troyes,127,12/15/20_Soccer French Ligue 2_Troyes,
12/14/20 23:11,12/15/20,Soccer French Ligue 2,Grenoble,100,0.4935,,140,18,No Win,-100,12/15/20_Soccer French Ligue 2_Grenoble,
12/14/20 23:02,12/15/20,Soccer German Bundesliga,Mainz,100,0.2493,,350,12,No Win,-100,12/15/20_Soccer German Bundesliga_Mainz,
12/14/20 23:04,12/15/20,Soccer English League Championship,AFC Bournemouth Draw,100,0.1963,,459,9,No Win,-100,12/15/20_Soccer English League Championship_AFC Bournemouth Draw,
12/14/20 23:04,12/15/20,Soccer English League Championship,Wycombe Wanderers,100,0.1014,,1000,11,No Win,-100,12/15/20_Soccer English League Championship_Wycombe Wanderers,
12/14/20 23:09,12/15/20,Soccer English League One,Peterborough United,100,0.4458,,163,17,No Win,-100,12/15/20_Soccer English League One_Peterborough United,
12/14/20 23:09,12/15/20,Soccer English League Two,Colchester United,100,0.3839,,273,43,No Win,-100,12/15/20_Soccer English League Two_Colchester United,
12/14/20 23:09,12/15/20,Soccer English League Two,Exeter City,100,0.7079,,67,18,No Win,-100,12/15/20_Soccer English League Two_Exeter City,
12/15/20 9:51,12/15/20,Soccer Italy Serie B,Salernitana,100,0.3042,,270,12,No Win,-100,12/15/20_Soccer Italy Serie B_Salernitana,
12/15/20 9:51,12/15/20,Soccer Italy Serie B,Spal,100,0.4672,,140,12,No Win,-100,12/15/20_Soccer Italy Serie B_Spal,
12/14/20 22:54,12/15/20,CBB,Houston Baptist,100,0.13,,1040,48,No Win,-100,12/15/20_CBB_Houston Baptist,
12/14/20 22:54,12/15/20,CBB,Stetson,100,0.5,,136,18,Stetson,136,12/15/20_CBB_Stetson,
12/14/20 22:54,12/15/20,CBB,Jackson St.,100,0.11,,1100,31,No Win,-100,12/15/20_CBB_Jackson St.,
12/14/20 22:54,12/15/20,CBB,Florida A&M,100,0.17,,810,54,Florida A&M,810,12/15/20_CBB_Florida A&M,
12/15/20 9:52,12/15/20,CBB,Chicago St.,100,0.06,,1900,20,No Win,-100,12/15/20_CBB_Chicago St.,
12/15/20 9:52,12/15/20,CBB,Longwood,100,0.4,,170,8,No Win,-100,12/15/20_CBB_Longwood,
12/15/20 9:52,12/15/20,CBB,Clemson,100,0.52,,108,8,No Win,-100,12/15/20_CBB_Clemson,
12/15/20 9:52,12/15/20,CBB,Tulsa,100,0.61,,79,9,No Win,-100,12/15/20_CBB_Tulsa,
12/15/20 9:52,12/15/20,CBB,Monmouth,100,0.53,,104,8,No Win,-100,12/15/20_CBB_Monmouth,
12/15/20 9:52,12/15/20,CBB,Furman,100,0.33,,235,10,No Win,-100,12/15/20_CBB_Furman,
12/15/20 15:53,12/16/20,CBB,La Salle,100,0.47,,131,9,No Win,-100,12/16/20_CBB_La Salle,
12/15/20 15:58,12/16/20,Soccer Barclays Premier League,Leicester City,100,0.5157,,114,10,No Win,-100,12/16/20_Soccer Barclays Premier League_Leicester City,
12/15/20 15:58,12/16/20,Soccer Barclays Premier League,Newcastle,100,0.2718,,345,20,No Win,-100,12/16/20_Soccer Barclays Premier League_Newcastle,
12/15/20 15:58,12/16/20,Soccer Barclays Premier League,Tottenham Hotspur,100,0.2695,,340,18,No Win,-100,12/16/20_Soccer Barclays Premier League_Tottenham Hotspur,
12/15/20 16:00,12/16/20,Soccer French Ligue 1,Nimes,100,0.3419,,238,15,No Win,-100,12/16/20_Soccer French Ligue 1_Nimes,
12/15/20 16:01,12/16/20,Soccer English League Championship,Rotherham United,100,0.2505,,509,52,No Win,-100,12/16/20_Soccer English League Championship_Rotherham United,
12/15/20 16:02,12/16/20,Soccer German Bundesliga 2,Fortuna Düsseldorf,100,0.5044,,129,16,Fortuna Düsseldorf,129,12/16/20_Soccer German Bundesliga 2_Fortuna Düsseldorf,
12/16/20 10:48,12/16/20,Soccer Barclays Premier League,West Ham United,100,0.5126,,118,11,No Win,-100,12/16/20_Soccer Barclays Premier League_West Ham United,
12/15/20 15:53,12/16/20,CBB,UTSA,100,0.3,,320,26,No Win,-100,12/16/20_CBB_UTSA,
12/15/20 15:53,12/16/20,CBB,Toledo,100,0.31,,280,17,Toledo,280,12/16/20_CBB_Toledo,
12/16/20 10:50,12/16/20,CBB,Sacred Heart,100,0.48,,140,15,No Win,-100,12/16/20_CBB_Sacred Heart,
12/16/20 10:50,12/16/20,CBB,Wagner,100,0.32,,610,127,No Win,-100,12/16/20_CBB_Wagner,
12/16/20 17:03,12/16/20,CBB,Georgia St.,100,0.7,,56,9,Georgia St.,56,12/16/20_CBB_Georgia St.,
12/15/20 15:53,12/16/20,CBB,South Florida,100,0.26,,350,17,South Florida,350,12/16/20_CBB_South Florida,
12/15/20 15:53,12/16/20,CBB,Troy,100,0.53,,108,10,Troy,108,12/16/20_CBB_Troy,
12/15/20 15:53,12/16/20,CBB,Central Arkansas,50,0.1,,600,15,No Win,-50,12/16/20_CBB_Central Arkansas,
12/15/20 15:53,12/16/20,CBB,Southern,100,0.1,,1200,29,No Win,-100,12/16/20_CBB_Southern,
12/16/20 17:31,12/16/20,CBB,Central Arkansas,50,0.1,,700,25,No Win,-50,12/16/20_CBB_Central Arkansas,
12/15/20 15:53,12/16/20,CBB,Middle Tennessee,50,0.14,,350,6,No Win,-50,12/16/20_CBB_Middle Tennessee,
12/16/20 17:34,12/16/20,CBB,Middle Tennessee,50,0.14,,405,14,No Win,-50,12/16/20_CBB_Middle Tennessee,
12/15/20 15:53,12/16/20,CBB,Tennessee Tech,100,0.31,,350,39,No Win,-100,12/16/20_CBB_Tennessee Tech,
12/15/20 15:53,12/16/20,CBB,Denver,100,0.34,,260,22,No Win,-100,12/16/20_CBB_Denver,
12/15/20 15:53,12/16/20,CBB,East Carolina,100,0.17,,750,44,No Win,-100,12/16/20_CBB_East Carolina,
12/16/20 10:46,12/17/20,Soccer Barclays Premier League,Sheffield United,50,0.1711,,270,5,No Win,-50,12/17/20_Soccer Barclays Premier League_Sheffield United,
12/16/20 17:09,12/17/20,Soccer Swiss Raiffeisen Super League,FC Vaduz,50,0.3502,,124,11,No Win,-50,12/17/20_Soccer Swiss Raiffeisen Super League_FC Vaduz,
12/16/20 10:46,12/17/20,Soccer Barclays Premier League,Sheffield United,50,0.1711,,306,11,No Win,-50,12/17/20_Soccer Barclays Premier League_Sheffield United,
12/16/20 17:05,12/17/20,CBB,Jackson St.,50,0.09,,700,17,No Win,-50,12/17/20_CBB_Jackson St.,
12/16/20 21:25,12/17/20,CBB,Wagner,50,0.29,,210,25,No Win,-50,12/17/20_CBB_Wagner,
12/17/20 13:31,12/17/20,CBB,Sacred Heart,50,0.39,,120,16,Sacred Heart,120,12/17/20_CBB_Sacred Heart,
12/16/20 17:05,12/17/20,CBB,North Dakota,50,0.3,,135,5.5,No Win,-50,12/17/20_CBB_North Dakota,
12/17/20 13:46,12/17/20,CBB,North Dakota,50,0.3,,150,10,No Win,-50,12/17/20_CBB_North Dakota,
12/18/20 9:40,12/18/20,Soccer Russian Premier Liga,FC Tambov,100,0.3567,,260,28,No Win,-100,12/18/20_Soccer Russian Premier Liga_FC Tambov,
12/18/20 11:15,12/18/20,CBB,VMI,100,0.4,,170,8,No Win,-100,12/18/20_CBB_VMI,
12/17/20 17:10,12/18/20,CBB,Howard,100,0.69,,85,27,Howard,85,12/18/20_CBB_Howard,
12/17/20 17:10,12/18/20,CBB,Davidson,100,0.38,,188,9,Davidson,188,12/18/20_CBB_Davidson,
12/17/20 17:10,12/18/20,CBB,Chicago St.,100,0.1,,1300,39,No Win,-100,12/18/20_CBB_Chicago St.,
12/17/20 17:10,12/18/20,CBB,Florida A&M,100,0.06,,2000,26,No Win,-100,12/18/20_CBB_Florida A&M,
12/17/20 17:10,12/18/20,CBB,Air Force,100,0.17,,660,29,No Win,-100,12/18/20_CBB_Air Force,
12/18/20 9:28,12/18/20,CBB,North Dakota,100,0.25,,340,10,No Win,-100,12/18/20_CBB_North Dakota,
12/18/20 9:28,12/18/20,CBB,South Dakota,100,0.35,,235,17,No Win,-100,12/18/20_CBB_South Dakota,
12/18/20 9:28,12/18/20,CBB,Northwestern St.,100,0.1,,1100,19,No Win,-100,12/18/20_CBB_Northwestern St.,
12/18/20 9:28,12/18/20,CBB,Montana St.,100,0.33,,250,15,No Win,-100,12/18/20_CBB_Montana St.,
12/18/20 9:34,12/18/20,CBB,Norfolk St.,100,0.56,,93,8,No Win,-100,12/18/20_CBB_Norfolk St.,
12/18/20 11:15,12/18/20,CBB,South Carolina St.,100,0.22,,400,9,No Win,-100,12/18/20_CBB_South Carolina St.,
12/18/20 11:15,12/18/20,CBB,Rider,100,0.56,,104,14,No Win,-100,12/18/20_CBB_Rider,
12/18/20 15:12,12/18/20,CBB,Portland St.,100,0.55,,102,11,No Win,-100,12/18/20_CBB_Portland St.,
12/17/20 17:10,12/18/20,CBB,Northern Arizona,100,0.17,,730,41,No Win,-100,12/18/20_CBB_Northern Arizona,
12/18/20 15:44,12/18/20,CBB,Florida A&M,100,0.06,,2500,56,No Win,-100,12/18/20_CBB_Florida A&M,
12/18/20 15:51,12/18/20,CBB,Chicago St.,100,0.1,,1500,59,No Win,-100,12/18/20_CBB_Chicago St.,
12/17/20 17:14,12/18/20,Soccer French Ligue 2,Troyes,100,0.6531,,68,9,Troyes,68,12/18/20_Soccer French Ligue 2_Troyes,
12/17/20 17:14,12/18/20,Soccer French Ligue 2,AS Nancy Lorraine,100,0.3001,,280,14,No Win,-100,12/18/20_Soccer French Ligue 2_AS Nancy Lorraine,
12/17/20 17:14,12/18/20,Soccer French Ligue 2,Grenoble,100,0.4195,,175,15,No Win,-100,12/18/20_Soccer French Ligue 2_Grenoble,
12/18/20 9:42,12/18/20,Soccer English League One,Hull City,100,0.4633,,150,15,No Win,-100,12/18/20_Soccer English League One_Hull City,
12/18/20 9:42,12/18/20,Soccer Spanish Segunda Division,SD Ponferradina,100,0.3499,,254,24,SD Ponferradina,254,12/18/20_Soccer Spanish Segunda Division_SD Ponferradina,
12/18/20 9:43,12/18/20,Soccer Italy Serie B,Virtus Entella,100,0.3611,,220,15,No Win,-100,12/18/20_Soccer Italy Serie B_Virtus Entella,
12/18/20 9:53,12/19/20,Soccer English League Championship,Wycombe Wanderers,100,0.3372,,229,11,No Win,-100,12/19/20_Soccer English League Championship_Wycombe Wanderers,
12/18/20 9:53,12/19/20,Soccer English League Championship,Stoke City,100,0.4229,,170,14,Stoke City,170,12/19/20_Soccer English League Championship_Stoke City,
12/18/20 9:59,12/19/20,Soccer Japanese J League,Shimizu S-Pulse,100,0.268,,390,31,Shimizu S-Pulse,390,12/19/20_Soccer Japanese J League_Shimizu S-Pulse,
12/18/20 9:59,12/19/20,Soccer Japanese J League,Sanfrecce Hiroshima Draw,100,0.2977,,280,13,No Win,-100,12/19/20_Soccer Japanese J League_Sanfrecce Hiroshima Draw,
12/18/20 9:59,12/19/20,Soccer Japanese J League,Cerezo Osaka,100,0.3285,,290,28,No Win,-100,12/19/20_Soccer Japanese J League_Cerezo Osaka,
12/18/20 15:03,12/19/20,CBB,Green Bay,100,0.55,,98,8,No Win,-100,12/19/20_CBB_Green Bay,
12/18/20 15:03,12/19/20,CBB,Hofstra,100,0.18,,590,24,No Win,-100,12/19/20_CBB_Hofstra,
12/18/20 15:03,12/19/20,CBB,Notre Dame,100,0.3,,300,20,No Win,-100,12/19/20_CBB_Notre Dame,
12/18/20 15:03,12/19/20,CBB,Dayton,100,0.48,,131,11,Dayton,131,12/19/20_CBB_Dayton,
12/18/20 15:03,12/19/20,CBB,Buffalo,100,0.12,,810,9,No Win,-100,12/19/20_CBB_Buffalo,
12/18/20 15:03,12/19/20,CBB,Cal Poly,100,0.11,,1100,31,No Win,-100,12/19/20_CBB_Cal Poly,
12/19/20 15:34,12/19/20,CBB,La Salle,100,0.69,,61,11,La Salle,61,12/19/20_CBB_La Salle,
12/19/20 15:34,12/19/20,CBB,Rider,100,0.49,,140,17,No Win,-100,12/19/20_CBB_Rider,
12/18/20 9:49,12/19/20,CFB,Northwestern,100,0.156435648,,650,17,No Win,-100,12/19/20_CFB_Northwestern,
12/18/20 9:49,12/19/20,CFB,Tennessee,100,0.223437489,,430,18,No Win,-100,12/19/20_CFB_Tennessee,
12/18/20 9:49,12/19/20,CFB,Washington St.,100,0.266332842,,309,9,No Win,-100,12/19/20_CFB_Washington St.,
12/18/20 9:49,12/19/20,CFB,LSU,100,0.646543715,,110,35,LSU,110,12/19/20_CFB_LSU,
12/18/20 9:49,12/19/20,CFB,Notre Dame,100,0.351590601,,265,28,No Win,-100,12/19/20_CFB_Notre Dame,
12/18/20 9:49,12/19/20,CFB,San Jose St.,100,0.373245372,,200,11,San Jose St.,200,12/19/20_CFB_San Jose St.,
12/18/20 9:49,12/19/20,CFB,Illinois,100,0.196789695,,475,13,No Win,-100,12/19/20_CFB_Illinois,
12/18/20 9:49,12/19/20,CFB,Stanford,100,0.351293428,,220,12,Stanford,220,12/19/20_CFB_Stanford,
12/18/20 9:49,12/19/20,CFB,Oregon St.,100,0.343611429,,229,13,No Win,-100,12/19/20_CFB_Oregon St.,
12/18/20 13:59,12/20/20,Soccer Barclays Premier League,Sheffield United,100,0.2212,,428,16,No Win,-100,12/20/20_Soccer Barclays Premier League_Sheffield United,
12/19/20 15:39,12/20/20,Soccer French Ligue 1,Brest,100,0.4064,,204,23,No Win,-100,12/20/20_Soccer French Ligue 1_Brest,
12/19/20 15:39,12/20/20,Soccer French Ligue 1,Nimes,100,0.2189,,475,25,No Win,-100,12/20/20_Soccer French Ligue 1_Nimes,
12/19/20 15:39,12/20/20,Soccer French Ligue 1,Nimes Draw,100,0.2805,,330,20,Draw,330,12/20/20_Soccer French Ligue 1_Nimes Draw,
12/19/20 15:39,12/20/20,Soccer French Ligue 1,Lorient,100,0.2903,,320,21,No Win,-100,12/20/20_Soccer French Ligue 1_Lorient,
12/19/20 15:40,12/20/20,Soccer Dutch Eredivisie,Heerenveen Draw,100,0.2644,,320,11,No Win,-100,12/20/20_Soccer Dutch Eredivisie_Heerenveen Draw,
12/19/20 15:40,12/20/20,Soccer Dutch Eredivisie,ADO Den Haag,100,0.0563,,3300,91,No Win,-100,12/20/20_Soccer Dutch Eredivisie_ADO Den Haag,
12/19/20 15:40,12/20/20,Soccer Dutch Eredivisie,ADO Den Haag Draw,100,0.1189,,1100,42,No Win,-100,12/20/20_Soccer Dutch Eredivisie_ADO Den Haag Draw,
12/19/20 15:45,12/20/20,Soccer Portuguese Liga,Gil Vicente,100,0.164,,660,24,No Win,-100,12/20/20_Soccer Portuguese Liga_Gil Vicente,
12/19/20 15:46,12/20/20,Soccer Scottish Premiership,Kilmarnock,100,0.3325,,227,8,No Win,-100,12/20/20_Soccer Scottish Premiership_Kilmarnock,
12/19/20 15:46,12/20/20,Soccer Belgian Jupiler League,Club Brugge,100,0.7263,,58,14,No Win,-100,12/20/20_Soccer Belgian Jupiler League_Club Brugge,
12/19/20 15:48,12/20/20,Soccer Spanish Segunda Division,Espanyol,100,0.5968,,83,9,Espanyol,83,12/20/20_Soccer Spanish Segunda Division_Espanyol,
12/19/20 15:48,12/20/20,Soccer Spanish Segunda Division,Las Palmas,100,0.2191,,490,29,No Win,-100,12/20/20_Soccer Spanish Segunda Division_Las Palmas,
12/19/20 15:48,12/20/20,Soccer German Bundesliga 2,Fortuna Düsseldorf,100,0.4407,,170,18,Fortuna Düsseldorf,170,12/20/20_Soccer German Bundesliga 2_Fortuna Düsseldorf,
12/19/20 15:48,12/20/20,Soccer Danish SAS-Ligaen,AGF Aarhus,100,0.53,,104,8,AGF Aarhus,104,12/20/20_Soccer Danish SAS-Ligaen_AGF Aarhus,
12/20/20 9:05,12/20/20,Soccer Barclays Premier League,Tottenham Hotspur,100,0.5233,,110,9,No Win,-100,12/20/20_Soccer Barclays Premier League_Tottenham Hotspur,
12/20/20 11:14,12/20/20,CBB,Rutgers,100,0.53,,114,13,Rutgers,114,12/20/20_CBB_Rutgers,
12/19/20 15:56,12/20/20,CBB,Oral Roberts,100,0.06,,2000,26,No Win,-100,12/20/20_CBB_Oral Roberts,
12/19/20 15:56,12/20/20,CBB,Robert Morris,100,0.09,,1400,34,No Win,-100,12/20/20_CBB_Robert Morris,
12/20/20 11:14,12/20/20,CBB,Marist,100,0.6,,120,32,Marist,120,12/20/20_CBB_Marist,
12/19/20 15:56,12/20/20,CBB,Oklahoma St.,100,0.25,,340,10,No Win,-100,12/20/20_CBB_Oklahoma St.,
12/19/20 15:56,12/20/20,CBB,Minnesota,100,0.48,,138,14,Minnesota,138,12/20/20_CBB_Minnesota,
12/19/20 15:56,12/20/20,CBB,Washington,100,0.23,,459,28,No Win,-100,12/20/20_CBB_Washington,
12/20/20 11:14,12/20/20,CBB,Portland St.,100,0.42,,165,11,Portland St.,165,12/20/20_CBB_Portland St.,
12/20/20 16:48,12/20/20,CBB,Northwestern,100,0.36,,265,31,Northwestern,265,12/20/20_CBB_Northwestern,
12/19/20 15:38,12/20/20,Soccer Spanish Primera Division,Eibar,100,0.1893,,575,27,No Win,-100,12/20/20_Soccer Spanish Primera Division_Eibar,
12/19/20 15:46,12/20/20,Soccer Belgian Jupiler League,Waasland-Beveren,100,0.2708,,300,8,No Win,-100,12/20/20_Soccer Belgian Jupiler League_Waasland-Beveren,
12/19/20 15:49,12/20/20,Soccer Brasileiro S√©rie A,Vasco da Gama,100,0.3992,,177,10,Vasco da Gama,177,12/20/20_Soccer Brasileiro S√©rie A_Vasco da Gama,
12/19/20 15:49,12/20/20,Soccer Brasileiro S√©rie A,Fortaleza,100,0.4547,,159,17,No Win,-100,12/20/20_Soccer Brasileiro S√©rie A_Fortaleza,
12/19/20 15:36,12/20/20,NFL,ATL,100,0.325697021,,235,9,No Win,-100,12/20/20_NFL_ATL,
12/19/20 15:36,12/20/20,NFL,WSH,100,0.428504478,,240,45,No Win,-100,12/20/20_NFL_WSH,
12/19/20 15:36,12/20/20,NFL,PHI,100,0.331872797,,229,9,No Win,-100,12/20/20_NFL_PHI,
12/19/20 15:36,12/20/20,NFL,NO,100,0.503808619,,129,15,No Win,-100,12/20/20_NFL_NO,
12/19/20 15:36,12/20/20,NFL,NYG,100,0.394976064,,240,34,No Win,-100,12/20/20_NFL_NYG,
12/20/20 16:17,12/21/20,Soccer Barclays Premier League,Burnley,100,0.335,,268,23,Burnley,268,12/21/20_Soccer Barclays Premier League_Burnley,
12/21/20 14:49,12/21/20,Soccer Italy Serie B,Virtus Entella,100,0.2183,betfair,500,30,No Win,-100,12/21/20_Soccer Italy Serie B_Virtus Entella,475
12/21/20 15:11,12/21/20,Soccer Portuguese Liga,Santa Clara,100,0.3986,betfair,215,25,No Win,-100,12/21/20_Soccer Portuguese Liga_Santa Clara,204
12/21/20 15:12,12/21/20,Soccer Spanish Segunda Division,Girona FC,100,0.3297,betfair,245,13,No Win,-100,12/21/20_Soccer Spanish Segunda Division_Girona FC,233
12/21/20 15:14,12/21/20,Soccer Brasileiro S√©rie A,Corinthians Draw,100,0.2623,betfair,370,23,No Win,-100,12/21/20_Soccer Brasileiro S√©rie A_Corinthians Draw,352
12/21/20 15:14,12/21/20,Soccer Brasileiro S√©rie A,Goiás,100,0.2011,betfair,780,76,No Win,-100,12/21/20_Soccer Brasileiro S√©rie A_Goiás,741
12/21/20 12:29,12/21/20,CBB,Jacksonville,100,0.19,fanduel,640,40,No Win,-100,12/21/20_CBB_Jacksonville,608
12/21/20 12:29,12/21/20,CBB,New Orleans,100,0.3,fanduel,270,11,No Win,-100,12/21/20_CBB_New Orleans,257
12/21/20 12:34,12/21/20,CBB,Campbell,100,0.52,williamhill_us,140,24,No Win,-100,12/21/20_CBB_Campbell,133
12/21/20 12:34,12/21/20,CBB,UMass Lowell,100,0.25,fanduel,480,45,UMass Lowell,480,12/21/20_CBB_UMass Lowell,456
12/21/20 12:34,12/21/20,CBB,Charleston Southern,100,0.76,draftkings,49,13,No Win,-100,12/21/20_CBB_Charleston Southern,47
12/21/20 12:34,12/21/20,CBB,Tulsa,100,0.25,betmgm,400,25,Tulsa,400,12/21/20_CBB_Tulsa,380
12/21/20 12:34,12/21/20,CBB,Texas Southern,100,0.1,betmgm,1400,49,No Win,-100,12/21/20_CBB_Texas Southern,1330
12/21/20 10:14,12/21/20,NFL,CIN,100,0.173672708,,840,63,CIN,840,12/21/20_NFL_CIN,
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Haugesund,100,0.2916,betonlineag,440,57,Haugesund,440,12/22/20_Soccer Norwegian Tippeligaen_Haugesund,418
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Haugesund Draw,100,0.2351,gtbets,366,9,No Win,-100,12/22/20_Soccer Norwegian Tippeligaen_Haugesund Draw,355
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Aalesund,100,0.1953,betonlineag,800,75,No Win,-100,12/22/20_Soccer Norwegian Tippeligaen_Aalesund,760
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Aalesund Draw,100,0.2472,unibet,500,48,No Win,-100,12/22/20_Soccer Norwegian Tippeligaen_Aalesund Draw,475
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Stabaek,100,0.3541,williamhill_us,229,16,Stabaek,229,12/22/20_Soccer Norwegian Tippeligaen_Stabaek,218
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Sandefjord,100,0.2924,gtbets,534,85,No Win,-100,12/22/20_Soccer Norwegian Tippeligaen_Sandefjord,507
